Tavg (°C),RH_avg (%),RR (mm)
24.5,77.0,45.5
24.9,79.0,0.0
24.6,89.0,1.6
25.4,81.0,5.6
24.7,79.0,0.0
24.3,79.0,0.0
25.1,80.0,1.5
24.2,80.0,2.5
24.6,77.0,4.0
25.5,74.0,1.0
25.0,70.0,0.0
24.5,78.0,0.0
25.0,74.0,9.6
25.2,74.0,0.0
25.2,79.0,0.0
24.1,85.0,0.5
24.3,82.0,0.0
25.4,80.0,0.0
25.4,82.0,0.0
25.6,76.0,0.0
25.1,82.0,0.0
25.4,83.0,4.8
25.4,81.0,0.1
25.7,76.0,10.3
25.0,74.0,0.0
24.7,76.0,0.0
24.6,78.0,0.2
24.6,80.0,0.0
23.6,92.0,12.9
25.1,77.0,18.4
24.5,72.0,0.0
24.5,68.0,0.0
25.7,74.0,0.0
25.5,78.0,0.0
23.1,84.0,0.0
23.5,81.0,1.2
25.0,73.0,15.6
24.4,80.0,0.0
25.2,75.0,0.0
25.5,77.0,0.0
23.6,90.0,4.8
23.3,78.0,0.0
23.7,79.0,5.5
24.4,81.0,0.0
22.8,87.0,0.0
23.1,87.0,73.1
24.0,80.0,0.6
23.9,78.0,0.5
24.1,74.0,0.0
23.9,80.0,0.0
24.4,82.0,92.5
24.0,82.0,1.7
23.7,82.0,4.4
24.3,79.0,0.8
24.5,77.0,0.0
23.3,90.0,2.2
23.1,85.0,6.9
23.7,80.0,58.4
23.4,84.0,0.0
23.2,84.0,20.0
23.5,78.0,0.0
24.0,72.0,0.0
23.5,79.0,0.0
23.4,80.0,9.5
23.4,79.0,3.9
22.4,92.0,0.0
22.8,85.0,23.4
23.2,76.0,0.0
23.0,63.0,0.0
24.4,71.0,0.0
23.0,80.0,0.0
23.8,78.0,0.0
25.0,77.0,17.4
24.3,77.0,0.0
25.2,76.0,0.0
24.0,79.0,0.0
23.2,72.0,0.0
22.3,70.0,0.0
22.5,71.0,0.0
22.7,75.0,0.0
23.8,77.0,0.0
23.5,82.0,0.0
24.2,77.0,1.9
23.9,80.0,1.0
24.0,82.0,0.0
23.3,84.0,0.0
23.9,77.0,0.0
23.8,78.0,0.0
24.2,74.0,0.0
22.8,70.0,0.0
23.3,78.0,0.0
23.2,82.0,0.0
23.0,82.0,0.0
22.6,69.0,0.0
23.8,70.0,0.0
21.9,66.0,0.0
24.0,77.0,0.0
23.6,75.0,0.0
22.9,73.0,0.0
22.5,69.0,0.0
22.8,67.0,0.0
23.0,65.0,0.0
24.0,84.0,0.0
24.3,76.0,0.0
23.4,68.0,0.8
23.3,60.0,0.0
23.9,62.0,0.0
22.5,90.0,1.5
23.2,82.0,5.1
22.8,78.0,0.0
23.9,81.0,0.0
24.8,80.0,0.0
24.9,76.0,0.0
24.2,78.0,0.0
24.6,81.0,15.1
24.3,77.0,0.4
24.0,79.0,0.0
23.6,76.0,18.8
23.4,80.0,0.0
22.7,81.0,0.0
23.2,76.0,0.0
23.6,73.0,0.0
23.6,78.0,0.0
22.4,75.0,0.0
22.4,74.0,0.0
23.0,77.0,0.0
22.7,80.0,0.0
22.9,80.0,0.0
22.7,70.0,0.0
23.4,78.0,0.0
23.6,86.0,1.8
24.3,76.0,0.1
24.2,77.0,0.0
25.2,69.0,0.0
24.3,72.0,0.0
23.7,78.0,0.0
23.8,78.0,16.4
23.6,81.0,0.0
24.1,83.0,0.0
23.5,81.0,11.4
23.7,81.0,0.0
23.4,82.0,22.0
23.3,90.0,19.3
24.5,68.0,1.0
24.4,78.0,1.0
24.4,77.0,0.3
23.5,85.0,28.8
24.5,74.0,0.0
24.1,72.0,0.0
23.8,78.0,0.0
24.6,76.0,0.0
22.8,87.0,5.0
23.5,85.0,0.0
23.8,86.0,2.1
25.0,76.0,2.6
24.8,80.0,0.0
24.0,83.0,17.6
24.2,76.0,0.0
24.1,76.0,0.0
24.2,76.0,0.0
24.2,76.0,0.0
24.6,81.0,0.2
23.9,87.0,0.5
23.2,91.0,15.0
24.3,82.0,1.0
24.4,80.0,0.0
23.7,84.0,0.0
22.9,92.0,61.2
24.5,83.0,73.8
24.4,85.0,13.6
24.1,87.0,2.0
23.8,87.0,88.5
24.2,84.0,4.4
23.9,82.0,0.3
23.5,86.0,1.1
24.3,86.0,0.4
23.3,88.0,24.0
24.6,82.0,3.1
23.7,88.0,5.4
22.2,96.0,17.4
23.4,85.0,3.0
24.2,86.0,3.0
24.0,87.0,20.7
24.7,83.0,64.3
23.7,86.0,1.8
24.3,82.0,52.0
24.0,85.0,0.0
22.7,92.0,12.6
23.1,87.0,27.0
22.8,81.0,0.0
22.8,78.0,0.0
23.8,72.0,0.0
23.8,74.0,0.0
24.3,78.0,0.0
24.6,87.0,9.3
26.0,78.0,23.5
24.7,84.0,0.0
24.8,80.0,12.8
24.8,84.0,8.8
24.6,84.0,13.8
24.3,81.0,2.0
24.1,86.0,5.8
24.3,82.0,2.0
23.7,92.0,14.9
24.5,83.0,47.9
24.3,84.0,0.0
24.2,84.0,5.1
24.2,86.0,46.6
23.7,88.0,4.4
23.7,86.0,4.0
23.5,88.0,45.6
22.7,90.0,25.5
24.2,81.0,4.2
24.2,84.0,4.0
23.9,88.0,17.8
23.3,87.0,2.6
23.0,87.0,49.6
23.3,86.0,21.7
23.6,82.0,3.7
23.1,88.0,38.5
23.0,86.0,30.9
22.9,92.0,17.9
23.8,86.0,10.8
24.3,80.0,0.0
23.2,81.0,0.0
24.2,82.0,24.9
25.0,81.0,1.6
24.1,83.0,1.1
25.4,75.0,0.6
26.0,74.0,0.7
25.7,66.0,0.0
26.2,66.0,0.0
25.3,71.0,0.0
25.5,74.0,0.0
25.4,76.0,0.0
25.3,78.0,15.2
25.1,79.0,4.1
22.9,89.0,5.0
22.8,90.0,73.8
24.9,80.0,1.7
25.4,74.0,0.6
25.2,72.0,0.0
25.5,70.0,0.0
25.5,75.0,1.2
23.3,89.0,0.0
23.7,83.0,3.6
23.0,88.0,30.4
22.3,94.0,10.0
22.9,90.0,7.8
23.1,89.0,4.3
23.9,86.0,2.6
24.4,80.0,37.1
24.7,75.0,18.3
25.1,69.0,0.0
25.1,69.0,0.1
24.7,78.0,1.6
24.6,78.0,4.4
25.4,74.0,6.2
25.2,76.0,0.0
24.5,82.0,24.4
24.2,82.0,8.6
24.4,78.0,2.3
24.8,71.0,0.0
25.5,72.0,0.0
24.8,75.0,0.0
25.0,69.0,0.0
24.1,74.0,0.0
24.2,81.0,0.0
24.4,83.0,1.5
23.0,90.0,1.0
24.3,85.0,11.1
24.6,82.0,20.7
23.5,79.0,0.0
23.3,85.0,2.0
24.3,80.0,4.8
24.9,78.0,5.1
24.8,76.0,0.0
25.2,80.0,28.3
24.1,81.0,0.0
22.5,94.0,53.0
23.3,89.0,18.2
23.0,92.0,46.5
23.6,86.0,23.4
24.1,88.0,15.3
24.5,82.0,0.0
23.6,88.0,2.7
24.4,83.0,8.2
25.1,72.0,4.1
24.4,77.0,0.0
23.5,81.0,6.1
23.2,87.0,5.0
23.6,84.0,15.7
24.3,84.0,16.0
23.2,87.0,9.5
23.7,86.0,9.0
23.9,83.0,2.5
23.2,86.0,7.0
23.6,86.0,11.2
24.4,87.0,13.0
22.4,94.0,2.1
23.3,90.0,20.0
23.6,86.0,1.3
24.3,84.0,0.8
24.0,84.0,0.0
23.8,84.0,1.3
24.2,86.0,0.0
23.8,84.0,14.9
24.1,84.0,14.9
24.7,81.0,5.2
24.1,82.0,2.3
22.9,83.0,17.0
24.3,76.0,19.0
24.0,82.0,1.2
23.2,87.0,44.8
22.5,91.0,14.6
24.6,81.0,21.0
23.9,78.0,0.0
23.0,86.0,1.3
24.3,84.0,3.5
23.6,69.0,0.0
23.7,76.0,0.0
24.5,74.0,8.1
23.9,78.0,31.5
25.1,76.0,0.7
24.4,70.0,2.7
23.2,74.0,0.0
23.6,82.0,0.1
24.4,72.0,22.7
24.3,79.0,0.0
25.1,76.0,0.0
24.6,81.0,16.5
25.3,78.0,0.0
24.8,79.0,0.0
24.9,80.0,7.3
25.5,78.0,1.0
24.2,86.0,3.7
23.3,88.0,3.0
24.3,82.0,33.6
23.8,84.0,10.2
23.5,88.0,0.4
23.5,84.0,13.1
23.9,86.0,34.9
24.3,78.0,2.1
24.2,80.0,0.0
22.9,86.0,5.6
22.8,89.0,3.3
23.3,86.0,3.6
23.1,91.0,2.1
23.6,86.0,12.8
22.7,91.0,38.8
24.3,82.0,1.1
23.3,80.0,0.0
24.2,78.0,1.2
23.6,87.0,0.0
23.9,84.0,2.0
24.2,86.0,0.0
22.5,90.0,4.6
23.6,81.0,1.5
23.6,81.0,0.0
24.6,80.0,0.0
24.4,82.0,0.0
23.9,83.0,4.5
25.4,74.0,0.8
25.5,74.0,0.0
24.8,81.0,0.0
24.2,87.0,0.9
25.2,78.0,2.8
25.2,79.0,0.2
25.1,74.0,0.0
25.4,79.0,0.0
25.4,79.0,8.8
24.4,84.0,0.0
23.2,89.0,9.6
24.1,82.0,10.9
24.7,81.0,0.0
24.5,83.0,0.2
25.2,78.0,0.0
25.5,80.0,0.0
25.2,78.0,29.5
25.7,81.0,0.0
24.8,86.0,49.6
24.7,70.0,2.7
25.3,82.0,0.0
24.3,85.0,5.6
24.0,86.0,4.1
25.7,83.0,1.8
23.9,78.0,12.6
24.3,68.0,0.0
23.6,71.0,0.0
22.6,75.0,0.0
23.3,65.0,0.0
23.1,70.0,0.0
23.5,71.0,0.0
23.9,74.0,0.0
23.8,69.0,0.0
23.6,70.0,0.0
24.0,72.0,0.0
24.2,72.0,0.0
24.9,72.0,0.0
25.4,68.0,0.0
23.8,65.0,0.0
23.5,70.0,0.0
25.7,64.0,0.0
25.3,63.0,0.0
25.6,66.0,0.0
24.4,70.0,0.0
24.7,78.0,0.0
25.5,70.0,0.0
24.0,78.0,0.0
24.3,85.0,0.0
22.4,91.0,12.6
24.3,85.0,1.0
24.0,82.0,2.6
24.0,80.0,0.0
23.1,76.0,0.0
24.3,80.0,0.0
25.3,81.0,56.6
24.1,83.0,1.0
24.9,73.0,0.0
24.3,75.0,0.0
23.2,76.0,0.0
23.1,74.0,0.0
23.2,74.0,0.0
24.9,75.0,0.0
23.8,77.0,3.2
24.2,73.0,0.8
24.0,74.0,0.0
23.4,70.0,0.0
23.6,72.0,0.0
23.0,77.0,0.0
22.9,78.0,0.0
22.7,88.0,0.2
22.7,90.0,2.0
24.0,83.0,3.4
24.0,83.0,0.0
22.7,91.0,0.8
22.7,87.0,0.6
22.6,84.0,0.0
23.1,80.0,0.0
23.7,84.0,0.0
24.3,81.0,0.0
22.6,92.0,0.2
23.4,89.0,1.0
23.7,82.0,0.0
23.3,79.0,0.1
22.7,79.0,0.0
21.8,78.0,0.0
22.8,84.0,0.0
22.9,78.0,0.0
23.1,83.0,0.0
23.0,77.0,0.0
22.1,74.0,0.0
22.3,76.0,0.0
21.4,74.0,0.0
22.1,65.0,0.0
23.0,67.0,0.0
22.3,76.0,0.0
23.1,71.0,0.0
23.2,78.0,0.0
22.8,74.0,0.0
23.0,74.0,0.0
21.7,67.0,0.0
22.1,70.0,0.0
21.4,72.0,0.0
21.8,76.0,0.0
22.4,72.0,0.0
23.7,70.0,0.0
24.0,72.0,0.1
23.3,82.0,0.0
22.9,79.0,0.0
22.8,72.0,0.2
23.7,81.0,0.0
23.1,73.0,0.0
22.5,76.0,0.0
22.1,69.0,0.0
21.6,73.0,0.0
22.7,68.0,0.0
22.3,69.0,0.0
21.9,70.0,0.0
22.7,70.0,0.0
23.5,73.0,0.0
22.8,71.0,0.1
21.6,76.0,0.0
21.9,77.0,0.0
22.1,76.0,0.0
23.4,69.0,0.0
22.5,71.0,0.0
22.8,76.0,0.0
22.2,76.0,0.0
23.0,73.0,0.0
23.3,72.0,0.0
23.2,78.0,0.0
22.7,74.0,0.0
22.6,71.0,0.0
23.4,66.0,0.0
22.9,67.0,0.0
23.1,74.0,0.0
22.5,68.0,0.0
21.5,66.0,0.0
21.5,68.0,0.0
22.4,63.0,0.0
22.7,68.0,0.0
23.5,73.0,0.0
23.8,74.0,0.0
22.9,68.0,0.0
23.9,78.0,0.0
22.8,78.0,0.0
24.4,72.0,0.0
24.6,70.0,0.0
24.0,74.0,0.0
23.5,75.0,0.0
23.4,72.0,0.0
23.1,77.0,0.0
23.7,79.0,0.0
23.4,76.0,0.0
23.4,73.0,0.0
24.5,63.0,0.0
24.4,59.0,0.0
23.1,66.0,0.0
23.5,67.0,0.0
25.4,63.0,0.0
24.7,69.0,0.0
25.1,55.0,0.0
24.5,64.0,0.0
24.9,58.0,0.0
25.4,72.0,0.0
25.5,58.0,0.0
25.2,64.0,0.0
24.0,70.0,0.0
24.0,69.0,0.0
25.0,66.0,0.0
25.5,77.0,0.0
26.5,70.0,0.0
26.2,68.0,0.0
25.7,64.0,0.0
26.5,63.0,0.0
25.6,72.0,0.0
25.4,56.0,0.0
25.8,61.0,0.0
25.8,75.0,0.0
26.3,68.0,0.0
26.8,65.0,0.0
26.4,66.0,0.0
26.5,64.0,0.0
25.4,67.0,0.0
26.5,56.0,0.0
26.0,68.0,0.0
23.8,78.0,0.0
26.1,64.0,0.0
26.1,64.0,0.0
26.2,67.0,0.0
25.8,71.0,0.0
26.3,66.0,0.0
25.7,69.0,3.2
25.4,63.0,0.0
26.6,61.0,0.0
23.8,64.0,0.0
23.8,63.0,0.0
23.8,62.0,3.5
23.8,55.0,0.0
25.5,80.0,0.0
24.9,84.0,56.5
27.2,65.0,62.8
23.8,64.0,62.8
26.9,71.0,62.8
23.8,62.0,0.0
26.2,75.0,0.0
25.4,78.0,22.2
25.9,75.0,23.4
26.3,72.0,0.0
26.8,72.0,0.0
26.1,78.0,0.0
25.5,82.0,35.8
26.9,73.0,35.0
26.7,70.0,0.0
26.5,69.0,0.0
27.1,68.0,0.0
23.8,69.0,0.0
27.0,74.0,0.0
23.8,72.0,2.8
23.8,68.0,0.0
26.3,76.0,0.0
25.6,78.0,0.0
26.4,73.0,18.7
25.4,78.0,18.7
24.3,87.0,29.5
25.4,81.0,6.6
25.2,82.0,0.0
24.6,85.0,29.8
25.0,85.0,5.8
25.4,82.0,2.1
25.1,82.0,70.9
25.6,81.0,19.6
26.0,76.0,7.7
26.6,74.0,3.0
25.7,84.0,19.9
25.9,78.0,8.8
25.8,79.0,2.1
26.3,70.0,0.0
27.1,72.0,0.0
25.4,81.0,0.0
25.5,79.0,8.0
24.1,82.0,0.4
27.0,72.0,4.8
26.2,73.0,4.8
26.3,69.0,0.0
25.8,64.0,0.0
25.7,65.0,0.0
26.4,66.0,0.0
26.7,68.0,0.0
27.2,62.0,1.2
23.8,61.0,1.2
25.6,74.0,0.0
25.5,82.0,13.0
25.9,78.0,25.3
25.4,86.0,29.3
27.1,79.0,27.5
26.1,82.0,1.4
26.6,81.0,34.0
